,APPLICATION_TYPE,AFFILIATION,CLASSIFICATION,USE_CASE,ORGANIZATION,STATUS,INCOME_AMT,SPECIAL_CONSIDERATIONS,IS_SUCCESSFUL,ASK_AMT_BIN
386,T3,Independent,C1000,Preservation,Trust,1,25000-99999,N,1,Other
387,T3,Independent,Other,Preservation,Trust,1,0,N,1,5000
388,T3,Independent,C1000,Preservation,Trust,1,100000-499999,N,1,1000000
389,T3,Independent,C1200,Preservation,Trust,1,0,N,1,5000
390,T4,CompanySponsored,C1000,ProductDev,Association,1,0,N,0,5000
391,T3,Independent,C1000,Preservation,Trust,1,0,N,0,5000
392,T3,CompanySponsored,C1000,Preservation,Trust,1,0,N,0,5000
393,T3,CompanySponsored,C1000,Preservation,Trust,1,0,N,0,5000
394,T3,CompanySponsored,C1000,Preservation,Trust,1,0,N,0,5000
395,T3,CompanySponsored,C2000,Preservation,Trust,1,0,N,0,5000
396,T3,CompanySponsored,C1000,Preservation,Trust,1,0,N,0,5000
397,T3,Independent,C1200,Preservation,Association,1,0,N,1,5000
398,T3,CompanySponsored,C1000,Preservation,Trust,1,1-9999,N,0,50000
399,T3,CompanySponsored,C1000,Preservation,Trust,1,0,N,0,5000
400,T3,CompanySponsored,C1000,Preservation,Trust,1,0,N,0,5000
401,T3,Independent,C1000,Preservation,Trust,1,100000-499999,N,1,50000
402,T3,Independent,C1000,Preservation,Trust,1,0,N,1,5000
403,T3,Independent,C1000,Preservation,Trust,1,0,N,1,5000
404,T3,CompanySponsored,C2000,Preservation,Association,1,0,N,0,5000
405,T3,Independent,C2000,Preservation,Trust,1,0,N,1,5000
406,T3,Independent,Other,Preservation,Trust,1,100000-499999,N,1,1000000
407,T3,Independent,Other,Preservation,Trust,1,0,N,1,5000
408,T3,Independent,Other,Preservation,Trust,1,0,N,1,5000
409,T3,Independent,C1200,Preservation,Trust,1,0,N,1,5000
410,T3,Independent,C1000,Preservation,Trust,1,0,N,1,5000
411,T3,CompanySponsored,C1200,Preservation,Association,1,0,N,0,5000
412,T3,Independent,C1000,Preservation,Trust,1,0,N,1,5000
413,T3,Independent,Other,Preservation,Trust,1,0,N,1,5000
414,T3,Independent,C1000,Preservation,Trust,1,25000-99999,N,1,50000
415,Other,Independent,C1000,ProductDev,Co-operative,1,1M-5M,N,1,Other
416,T3,CompanySponsored,C2000,Preservation,Association,1,0,N,1,5000
417,T3,CompanySponsored,C1200,Preservation,Association,1,0,N,1,5000
418,T3,CompanySponsored,C1200,Preservation,Association,1,0,N,1,5000
419,T3,CompanySponsored,C1200,Preservation,Association,1,0,N,1,5000
420,T3,CompanySponsored,C1200,Preservation,Association,1,0,N,1,5000
421,T3,CompanySponsored,C1200,Preservation,Association,1,0,N,1,5000
422,T3,CompanySponsored,C1200,Preservation,Association,1,0,N,1,5000
423,T3,CompanySponsored,C1200,Preservation,Association,1,0,N,1,5000
424,T3,CompanySponsored,C1200,Preservation,Association,1,0,N,1,5000
425,T3,CompanySponsored,C1200,Preservation,Association,1,0,N,1,5000
426,T3,CompanySponsored,C1200,Preservation,Association,1,0,N,1,5000
427,T3,CompanySponsored,C1200,Preservation,Association,1,0,N,1,5000
428,T3,CompanySponsored,C1200,Preservation,Association,1,0,N,1,5000
429,T3,CompanySponsored,C1200,Preservation,Association,1,0,N,1,5000
430,T3,CompanySponsored,C1200,Preservation,Association,1,0,N,1,5000
431,T3,Independent,C1000,Preservation,Trust,1,0,N,1,5000
432,T3,Independent,C2000,Preservation,Trust,1,0,N,1,5000
433,T3,Independent,C1000,Preservation,Co-operative,1,0,N,1,5000
434,T3,Independent,C2000,Preservation,Trust,1,0,N,1,5000
435,T3,Independent,C1000,Preservation,Trust,1,1M-5M,N,1,Other
436,T3,Independent,C2000,Preservation,Trust,1,100000-499999,N,0,1000000
437,T3,CompanySponsored,C2000,Preservation,Association,1,0,N,1,5000
438,T3,Independent,C1000,Preservation,Association,1,100000-499999,N,1,1000000
439,T3,Independent,Other,Preservation,Trust,1,25000-99999,N,0,50000
440,T3,Independent,C1200,Preservation,Trust,1,0,N,1,5000
441,T3,Independent,C1000,Preservation,Trust,1,0,N,1,5000
442,T3,Independent,C1200,Preservation,Trust,1,0,N,1,5000
443,T3,Independent,C1000,Preservation,Trust,1,0,N,0,5000
444,T3,Independent,C2000,Preservation,Trust,1,0,N,0,5000
445,T3,Independent,C2000,Preservation,Trust,1,0,N,1,5000
446,T3,Independent,C1000,Preservation,Trust,1,10000-24999,N,1,1000000
447,T3,Independent,C1000,Preservation,Trust,1,25000-99999,N,0,50000
448,T3,Independent,C3000,Preservation,Trust,1,25000-99999,N,0,50000
449,T7,Independent,C1000,ProductDev,Trust,1,0,N,1,5000
450,T3,Independent,C1200,Preservation,Trust,1,25000-99999,N,1,50000
451,T3,Independent,C1000,Preservation,Trust,1,1-9999,N,1,5000
452,T3,CompanySponsored,C2000,Preservation,Association,1,0,N,0,5000
453,T3,Independent,C1000,Preservation,Trust,1,100000-499999,N,1,1000000
454,T3,CompanySponsored,C1000,Preservation,Trust,1,0,N,0,5000
455,T3,CompanySponsored,C2000,Preservation,Trust,1,0,N,1,5000
456,T3,Independent,C2000,Preservation,Trust,1,1M-5M,N,1,1000000
457,T3,Independent,C1000,Preservation,Trust,1,0,N,1,5000
458,T3,CompanySponsored,C1000,Preservation,Association,1,0,N,1,5000
459,T3,Independent,C2000,Preservation,Trust,1,0,N,0,5000
460,T3,Independent,C1000,Preservation,Trust,1,0,N,1,5000
461,T3,Independent,C2000,Preservation,Trust,1,1M-5M,N,0,Other
462,T3,Independent,C2000,Preservation,Trust,1,1M-5M,N,0,1000000
463,T3,Independent,C1000,Preservation,Trust,1,1-9999,N,1,50000
464,T3,Independent,Other,Preservation,Trust,1,100000-499999,N,1,1000000
465,T3,Independent,C1200,Preservation,Trust,1,0,N,1,5000
466,T3,Independent,C1000,Preservation,Trust,1,0,N,0,5000
467,T3,Independent,C1000,Preservation,Trust,1,0,N,1,5000
468,T3,Independent,Other,Preservation,Trust,1,25000-99999,N,1,50000
469,T4,CompanySponsored,C3000,ProductDev,Association,1,0,N,0,5000
470,T3,Independent,Other,Preservation,Trust,1,0,N,1,5000
471,T3,CompanySponsored,C1000,Preservation,Co-operative,1,0,N,0,5000
472,T8,CompanySponsored,C1000,ProductDev,Association,1,0,N,0,5000
473,T3,Independent,C1000,Preservation,Trust,1,0,N,1,5000
474,T3,Independent,C1000,Preservation,Trust,1,0,N,1,5000
475,T3,Independent,C1000,Preservation,Trust,1,25000-99999,N,0,1000000
476,T3,CompanySponsored,C1000,Preservation,Trust,1,25000-99999,N,0,1000000
477,T4,CompanySponsored,C3000,ProductDev,Association,1,0,N,0,5000
478,T3,Independent,C1200,Preservation,Trust,1,0,N,1,5000
479,T3,Independent,C2000,Preservation,Trust,1,1M-5M,N,1,Other
480,T6,CompanySponsored,C1000,ProductDev,Trust,1,0,N,1,5000
481,T3,Independent,C2000,Preservation,Trust,1,100000-499999,N,0,1000000
482,T3,Independent,C2000,Preservation,Trust,1,1-9999,N,1,50000
483,T7,Independent,C1000,ProductDev,Trust,1,0,N,0,5000
484,T3,CompanySponsored,C2000,Preservation,Association,1,0,N,0,5000
485,T3,Independent,C2000,Preservation,Trust,1,0,N,1,5000
486,T3,Independent,C1000,Preservation,Trust,1,100000-499999,N,1,1000000
487,T3,CompanySponsored,C1200,Preservation,Trust,1,1M-5M,N,0,Other
488,T3,Independent,C2000,Preservation,Trust,1,25000-99999,N,1,5000
489,T3,Independent,C1000,Preservation,Trust,1,10000-24999,N,1,50000
490,T3,Independent,C1000,Preservation,Trust,1,0,N,1,5000
491,T3,Independent,C1000,Preservation,Association,1,25000-99999,N,0,5000
492,T3,Independent,C1000,Preservation,Trust,1,25000-99999,N,1,5000
493,T4,Independent,C2000,ProductDev,Association,1,0,N,0,5000
494,T3,CompanySponsored,C2000,Preservation,Trust,1,0,N,1,5000
495,T3,Independent,C2100,Preservation,Trust,1,25000-99999,N,1,Other
496,T3,Independent,C1000,Preservation,Trust,1,100000-499999,N,1,1000000
497,T3,CompanySponsored,C1000,Preservation,Trust,1,0,N,0,5000
498,T3,Independent,C1000,Preservation,Association,1,25000-99999,N,0,50000
499,T3,CompanySponsored,C2000,Preservation,Trust,1,25000-99999,N,0,50000
500,T19,Independent,C1000,ProductDev,Association,1,0,N,1,5000
501,T4,Independent,C1000,ProductDev,Association,1,25000-99999,N,1,1000000
502,T3,Independent,C1200,Preservation,Trust,1,25000-99999,N,1,1000000
503,T3,Independent,C1000,Preservation,Association,1,0,N,0,5000
504,T3,CompanySponsored,C2000,Preservation,Trust,1,25000-99999,N,0,Other
505,T3,CompanySponsored,C1000,Preservation,Trust,1,25000-99999,N,0,1000000
506,T3,CompanySponsored,C1000,CommunityServ,Trust,1,100000-499999,N,0,1000000
507,T3,CompanySponsored,C1000,Preservation,Trust,1,0,N,1,5000
508,T3,CompanySponsored,C1000,Preservation,Trust,1,0,N,0,5000
509,T3,CompanySponsored,C1000,Preservation,Trust,1,100000-499999,N,0,1000000
510,T3,CompanySponsored,C1000,Preservation,Trust,1,0,N,0,5000
511,T3,Independent,C1000,Preservation,Trust,1,100000-499999,N,1,1000000
512,T3,CompanySponsored,C1200,CommunityServ,Trust,1,0,N,0,5000
513,T19,CompanySponsored,C1000,ProductDev,Association,1,0,N,0,5000
514,T4,CompanySponsored,C3000,ProductDev,Association,1,0,N,0,5000
515,T3,Independent,C1000,Preservation,Trust,1,25000-99999,N,1,5000
516,T3,Independent,C1200,Preservation,Trust,1,10000-24999,N,0,1000000
517,T3,CompanySponsored,C2000,Preservation,Trust,1,0,N,1,5000
518,T3,CompanySponsored,C1000,Preservation,Trust,1,0,N,0,5000
519,T3,Independent,C1000,Preservation,Trust,1,0,N,1,5000
520,T3,CompanySponsored,C1000,Preservation,Trust,1,0,N,0,5000
521,T3,CompanySponsored,C1000,Preservation,Trust,1,0,N,0,5000
522,T4,CompanySponsored,C3000,ProductDev,Association,1,25000-99999,N,0,50000
523,T19,CompanySponsored,C1000,ProductDev,Trust,1,0,N,0,5000
524,T3,Independent,C1000,Preservation,Trust,1,0,N,0,5000
525,T3,CompanySponsored,C1200,Preservation,Trust,1,0,N,0,5000
526,T3,Independent,C1000,Preservation,Trust,1,0,N,0,5000
527,T3,CompanySponsored,C1000,Preservation,Association,1,0,N,0,5000
528,T6,CompanySponsored,C2000,ProductDev,Trust,1,0,N,0,5000
529,T19,CompanySponsored,C1000,ProductDev,Trust,1,0,N,0,5000
530,T3,CompanySponsored,C1000,Preservation,Trust,1,0,N,1,5000
531,T3,CompanySponsored,C1000,Preservation,Trust,1,0,N,1,5000
532,T3,CompanySponsored,Other,Preservation,Association,1,1M-5M,N,1,Other
533,T3,Independent,C1000,Preservation,Trust,1,0,N,0,5000
534,T5,Independent,C3000,ProductDev,Co-operative,1,25000-99999,N,0,Other
535,T3,Independent,C1000,Preservation,Trust,1,25000-99999,N,1,1000000
536,T3,Independent,C1000,Preservation,Trust,1,0,N,0,5000
537,T3,Independent,C1000,Preservation,Trust,1,1M-5M,N,1,Other
538,T3,Independent,C1200,Preservation,Trust,1,0,N,1,5000
539,T3,Independent,C2000,Preservation,Trust,1,100000-499999,N,0,50000
540,T3,Independent,C1200,Preservation,Trust,1,0,N,1,5000
541,T3,Independent,C2000,Preservation,Trust,1,10000-24999,N,1,1000000
542,T3,Independent,C1000,Preservation,Trust,1,25000-99999,N,0,50000
543,T3,CompanySponsored,C1200,Preservation,Trust,1,0,N,1,5000
544,T3,Independent,C1000,Preservation,Trust,1,25000-99999,N,1,1000000
545,T3,Independent,C2000,Preservation,Trust,1,25000-99999,N,0,5000
546,T3,Independent,C1000,Preservation,Trust,1,0,N,1,5000
547,T3,CompanySponsored,C1000,Preservation,Association,1,0,N,1,5000
548,T19,Independent,C1000,Preservation,Association,1,0,N,0,5000
549,T3,CompanySponsored,C1000,Preservation,Trust,1,0,N,1,5000
550,T3,Independent,C1200,Preservation,Trust,1,0,N,0,5000
551,T3,Independent,C1000,Preservation,Trust,1,0,N,1,5000
552,T3,CompanySponsored,C2000,Preservation,Trust,1,0,N,0,5000
553,T3,Independent,C1200,Preservation,Trust,1,0,N,0,5000
554,T3,Independent,C2100,Preservation,Association,1,1-9999,N,1,Other
555,T3,Independent,C2000,Preservation,Trust,1,100000-499999,N,0,50000
556,T4,Independent,C3000,ProductDev,Trust,1,25000-99999,N,0,50000
557,T3,CompanySponsored,C2000,Preservation,Association,1,0,N,0,5000
558,T3,CompanySponsored,C2000,Preservation,Trust,1,0,N,0,5000
559,T3,CompanySponsored,C1200,CommunityServ,Trust,1,0,N,0,5000
560,T3,CompanySponsored,C1000,Preservation,Trust,1,0,N,0,5000
561,T3,CompanySponsored,C1000,Preservation,Trust,1,0,N,0,5000
562,T6,CompanySponsored,C2000,ProductDev,Association,1,0,N,1,5000
563,T3,CompanySponsored,C1000,Preservation,Trust,1,0,N,0,5000
564,T3,Independent,C1000,Preservation,Trust,1,0,N,1,5000
565,T3,CompanySponsored,C1000,Preservation,Trust,1,0,N,0,5000
566,T3,CompanySponsored,C2000,Preservation,Trust,1,25000-99999,N,1,5000
567,T3,Independent,Other,Preservation,Trust,1,25000-99999,N,1,Other
568,T3,Independent,C1200,Preservation,Association,1,25000-99999,N,1,1000000
569,T3,Independent,C1000,Preservation,Trust,1,0,N,0,5000
570,T3,CompanySponsored,C1000,Preservation,Trust,1,0,N,0,5000
571,T3,Independent,C1000,Preservation,Trust,1,0,N,0,5000
572,T3,Independent,C1000,Preservation,Trust,1,1-9999,N,1,50000
573,T3,Independent,C1000,Preservation,Trust,1,100000-499999,N,1,50000
574,T6,CompanySponsored,C2000,ProductDev,Association,1,0,N,1,5000
575,T3,CompanySponsored,C2000,Preservation,Trust,1,0,N,0,5000
576,T3,Independent,C1000,Preservation,Trust,1,100000-499999,N,1,Other
577,T3,Independent,C2000,Preservation,Trust,1,100000-499999,N,1,1000000
578,T3,CompanySponsored,C2000,Preservation,Association,1,0,N,1,5000
579,T3,Independent,C1000,Preservation,Co-operative,1,25000-99999,N,1,1000000
580,T3,CompanySponsored,C1000,Preservation,Association,1,0,N,0,5000
581,T3,Independent,C1000,Preservation,Trust,1,1M-5M,N,1,Other
582,T3,Independent,C1000,Preservation,Trust,1,0,N,0,5000
583,T3,Independent,Other,Preservation,Trust,1,1-9999,N,1,5000
584,T3,Independent,C1200,Preservation,Trust,1,0,N,1,5000
585,T3,CompanySponsored,C1000,Preservation,Association,1,0,N,0,5000
586,T6,Independent,C2000,ProductDev,Trust,1,100000-499999,N,0,Other
587,T8,Independent,C1000,ProductDev,Trust,1,0,N,0,5000
588,T3,Independent,C1000,Preservation,Trust,1,100000-499999,N,1,50000
589,T3,CompanySponsored,C1000,Preservation,Association,1,1-9999,N,1,1000000
590,T3,Independent,C2000,Preservation,Trust,1,100000-499999,N,1,1000000
591,T10,CompanySponsored,C1000,Preservation,Association,1,0,N,0,5000
592,T3,CompanySponsored,C1000,Preservation,Trust,1,0,N,0,5000
593,T3,Independent,Other,Preservation,Trust,1,0,N,1,5000
594,T3,Independent,C1000,Preservation,Trust,1,25000-99999,N,1,1000000
595,T6,Independent,C2000,ProductDev,Trust,1,0,N,1,5000
596,T3,Independent,C1200,Preservation,Trust,1,25000-99999,N,1,1000000
597,T3,Independent,C2100,Preservation,Trust,1,0,N,1,5000
598,T3,Independent,Other,Preservation,Trust,1,25000-99999,N,1,Other
599,T3,Independent,C1000,Preservation,Trust,1,0,N,1,5000
600,T3,Independent,C1000,Preservation,Trust,1,0,N,1,5000
601,T3,Independent,C1000,Preservation,Trust,1,25000-99999,N,1,1000000
602,T3,Independent,C1000,Preservation,Trust,1,0,N,1,5000
603,T3,Independent,C2000,Preservation,Trust,1,0,N,0,5000
604,T3,Independent,C1000,Preservation,Trust,1,1-9999,N,0,1000000
605,T19,CompanySponsored,C1000,ProductDev,Association,1,0,N,0,5000
606,T19,CompanySponsored,C1000,ProductDev,Association,1,0,N,0,5000
607,T4,Independent,C1000,ProductDev,Trust,1,100000-499999,N,1,1000000
608,T7,Independent,C1000,ProductDev,Association,1,0,N,1,5000
609,T3,CompanySponsored,Other,Preservation,Association,1,0,N,0,5000
610,T3,Independent,C1000,Preservation,Trust,1,0,N,1,5000
611,T3,Independent,C2000,Preservation,Association,1,0,N,0,5000
612,T3,Independent,Other,Preservation,Trust,1,25000-99999,N,1,50000
613,T3,CompanySponsored,C2000,Preservation,Association,1,0,N,1,5000
614,T3,Independent,C2000,Preservation,Trust,1,25000-99999,N,0,1000000
615,T3,CompanySponsored,C2000,Preservation,Trust,1,0,N,0,5000
616,T3,CompanySponsored,C1000,Preservation,Trust,1,0,N,0,5000
617,T3,CompanySponsored,C1200,Preservation,Trust,1,0,N,0,5000
618,T3,Independent,C1000,Preservation,Trust,1,25000-99999,N,0,50000
619,T6,Independent,C3000,ProductDev,Association,1,0,N,1,5000
620,T4,Independent,C1000,ProductDev,Trust,1,0,N,1,5000
621,T3,CompanySponsored,C1000,Preservation,Trust,1,0,N,0,5000
622,T3,Independent,C1000,Preservation,Trust,1,0,N,1,5000
623,T4,Independent,C3000,CommunityServ,Trust,1,1M-5M,N,1,1000000
624,T3,Independent,C1200,Preservation,Trust,1,25000-99999,N,0,1000000
625,T3,CompanySponsored,C1000,Preservation,Trust,1,0,N,0,5000
626,T3,CompanySponsored,C1000,Preservation,Trust,1,100000-499999,N,0,1000000
627,T19,Independent,C1000,Preservation,Trust,1,0,N,1,5000
628,T3,CompanySponsored,C1000,Preservation,Trust,1,0,N,0,5000
629,T3,CompanySponsored,C1000,Preservation,Trust,1,0,N,0,5000
630,T3,CompanySponsored,C1000,Preservation,Trust,1,0,N,0,5000
631,T3,Independent,C1000,Preservation,Trust,1,0,N,1,5000
632,T3,CompanySponsored,C1000,Preservation,Trust,1,100000-499999,N,0,Other
633,T19,CompanySponsored,C1000,ProductDev,Trust,1,0,N,0,5000
634,T3,CompanySponsored,C1000,Preservation,Trust,1,0,N,0,5000
635,T3,CompanySponsored,C1000,Preservation,Trust,1,0,N,0,5000
636,T19,CompanySponsored,C1000,ProductDev,Trust,1,0,N,0,5000
637,T3,CompanySponsored,C1000,Preservation,Trust,1,0,N,0,5000
638,T3,CompanySponsored,C1000,Preservation,Trust,1,0,N,0,5000
639,T3,Independent,C1000,Preservation,Trust,1,100000-499999,N,1,1000000
640,T4,Independent,C1000,ProductDev,Trust,1,100000-499999,N,1,1000000
641,T3,CompanySponsored,C1000,Preservation,Trust,1,0,N,0,5000
642,T3,CompanySponsored,C1000,Preservation,Trust,1,0,N,0,5000
643,T3,CompanySponsored,C1000,Preservation,Trust,1,0,N,0,5000
644,T3,CompanySponsored,C1000,Preservation,Trust,1,0,N,0,5000
645,T3,Independent,C2100,Preservation,Trust,1,0,N,1,5000
646,T3,Independent,Other,Preservation,Trust,1,0,N,1,5000
647,T3,CompanySponsored,C2000,Preservation,Trust,1,0,N,0,5000
648,T3,Independent,C1000,Preservation,Trust,1,0,N,1,5000
649,T3,CompanySponsored,C1200,Preservation,Trust,1,0,N,1,5000
650,T3,CompanySponsored,C1000,Preservation,Trust,1,0,N,0,5000
651,T3,CompanySponsored,C1200,ProductDev,Trust,1,0,N,1,5000
652,T7,CompanySponsored,C1000,ProductDev,Association,1,0,N,1,5000
653,T3,Independent,C1000,Preservation,Association,1,0,N,1,5000
654,T3,Independent,C1000,Preservation,Trust,1,25000-99999,N,1,Other
655,T5,CompanySponsored,C3000,ProductDev,Association,1,0,N,1,5000
656,T3,Independent,C1200,Preservation,Trust,1,1-9999,N,1,5000
657,T3,Independent,C2100,Preservation,Trust,1,1M-5M,N,0,1000000
658,T3,Independent,C2100,Preservation,Trust,1,25000-99999,N,1,5000
659,T3,Independent,C1000,Preservation,Association,1,0,N,1,5000
660,T3,Independent,C1000,Preservation,Co-operative,1,0,N,1,5000
661,T6,Independent,C2000,ProductDev,Association,1,0,N,1,5000
662,T3,Independent,C1200,Preservation,Trust,1,100000-499999,N,0,1000000
663,T3,Independent,C2000,Preservation,Trust,1,0,N,1,5000
664,T3,CompanySponsored,C1000,Preservation,Association,1,0,N,1,5000
665,T6,Independent,C2000,ProductDev,Association,1,0,N,1,5000
666,T3,Independent,C1200,Preservation,Trust,1,25000-99999,N,0,50000
667,T3,CompanySponsored,C2100,Preservation,Trust,1,25000-99999,N,0,Other
668,T3,Independent,C2100,Preservation,Trust,1,1-9999,N,1,50000
669,T3,CompanySponsored,C2000,Preservation,Association,1,0,N,0,5000
670,T3,CompanySponsored,C1200,Preservation,Association,1,0,N,0,5000
671,T19,CompanySponsored,C1000,ProductDev,Association,1,0,N,0,5000
672,T3,Independent,C1000,Preservation,Trust,1,0,N,1,5000
673,T3,Independent,C1000,Preservation,Trust,1,0,N,1,5000
674,Other,Independent,C1000,ProductDev,Co-operative,1,1M-5M,N,0,Other
675,T3,Independent,C1000,Preservation,Co-operative,1,0,N,1,5000
676,Other,Independent,C1000,ProductDev,Co-operative,1,10M-50M,N,1,Other
677,Other,Independent,C1000,ProductDev,Trust,1,50M+,N,1,Other
678,T3,Independent,C2000,Preservation,Trust,1,25000-99999,N,0,1000000
679,T6,Independent,C2000,ProductDev,Trust,1,1M-5M,N,1,Other
680,T3,Independent,C1000,Preservation,Trust,1,100000-499999,N,0,50000
681,T3,CompanySponsored,C2000,Preservation,Association,1,0,N,0,5000
682,T3,Independent,C2000,Preservation,Trust,1,0,N,1,5000
683,T5,Independent,C3000,ProductDev,Trust,1,0,N,1,5000
684,T3,Independent,C1000,Preservation,Trust,1,0,N,1,5000
685,T3,Independent,Other,Preservation,Trust,1,0,N,1,5000
686,T3,Independent,C1000,Preservation,Trust,1,25000-99999,N,1,1000000
687,T4,Independent,C1000,ProductDev,Trust,1,100000-499999,N,0,50000
688,T3,Independent,C1000,Preservation,Trust,1,0,N,1,5000
689,T3,Independent,C1000,Preservation,Trust,1,1M-5M,N,1,1000000
690,T3,Independent,Other,Preservation,Trust,1,0,N,0,5000
691,T3,Independent,C1000,Preservation,Trust,1,0,N,1,5000
692,T3,Independent,C1000,Preservation,Trust,1,100000-499999,N,0,50000
693,T3,Independent,C1200,Preservation,Trust,1,0,N,1,5000
694,T3,Independent,C3000,Preservation,Trust,1,100000-499999,N,1,1000000
695,T3,CompanySponsored,C1200,Preservation,Association,1,0,N,0,5000
696,T3,Independent,C1000,Preservation,Trust,1,100000-499999,N,0,1000000
697,T3,Independent,C1000,Preservation,Trust,1,100000-499999,N,0,1000000
698,T3,Independent,Other,Preservation,Trust,1,100000-499999,N,1,1000000
699,T3,CompanySponsored,C1000,ProductDev,Association,1,25000-99999,N,1,50000
700,T5,CompanySponsored,C3000,ProductDev,Association,1,0,N,1,5000
701,T3,Independent,Other,Preservation,Trust,1,0,N,1,5000
702,T3,CompanySponsored,C1000,Preservation,Trust,1,0,N,0,5000
703,T3,CompanySponsored,C1000,Preservation,Trust,1,0,N,0,5000
704,T3,Independent,C1000,Preservation,Trust,1,25000-99999,N,0,1000000
705,T3,CompanySponsored,C2000,Preservation,Association,1,0,N,1,5000
706,T3,CompanySponsored,C1000,Preservation,Trust,1,100000-499999,N,0,1000000
707,T6,CompanySponsored,C2000,ProductDev,Trust,1,0,N,1,5000
